trip_id,time_of_day,season,corridor,cbd_stage,sacco,vehicle_type,vehicle_name,passenger_count,fuel_type,payment_method,vehicle_capacity,fare(ksh),fuel_consumption(Litrers/100km),fuel_price(unit),revenue(ksh),fuel_cost,profit(ksh),date_clean,distance_km_clean,route_number
TRP009975,Evening,Dry Season,Langata Road,Railways,Oma Services,Nganya,Godfather,25,Petrol,M-Pesa,25,200,22.5,212.6,5000,1086.81,3913.19,9/21/2023,22.72,11A
TRP011422,Evening,Short Rains,Pipeline,Ambassador,Forward Travelers,Nganya,Moxie,14,Diesel,Cash,14,153,29.7,174.51,2142,580.49,1561.51,12/24/2024,11.2,33
TRP008345,Afternoon,Long Rains,Fedha,OTC,KBS,Standard,Standard Unit,14,Diesel,M-Pesa,14,57.2,21.7,183.4,800.8,234.81,565.99,3/14/2025,5.9,34F
TRP006378,Afternoon,Dry Season,Huruma-Mathare,Muthurwa,Nicco Movers,Standard,Standard Unit,33,Diesel,M-Pesa,33,86,30.92,199.4,2838,665.87,2172.13,2/1/2025,10.8,28
TRP013559,Afternoon,Dry Season,Kikuyu,Railways,Oma Services,Standard,Standard Unit,25,Diesel,M-Pesa,25,140,18.7,194.8,3500,692.12,2807.88,9/5/2025,19,105
TRP005622,Afternoon,Short Rains,Huruma-Mathare,Muthurwa,Latema,Standard,Standard Unit,25,Diesel,M-Pesa,25,101,26.7,176.9,2525,472.32,2052.68,10/3/2024,10,28
TRP016777,Afternoon,Short Rains,Kiambu,Odeon,Manchester,Standard,Standard Unit,14,Diesel,M-Pesa,14,74.52,31.5,183.98,1043.28,579.54,463.74,12/16/2023,10,100
TRP016755,Afternoon,Dry Season,Westlands,Railways,Zuri,Standard,Standard Unit,33,Diesel,Cash,33,67,20.5,191.03,2211,388.09,1822.91,1/15/2023,9.91,23A
TRP006883,Morning,Long Rains,Lavington-Kawangware,Muthurwa,KBS,Nganya,Night Nurse,14,Diesel,M-Pesa,14,138,21.6,182.72,1932,466.11,1465.89,3/9/2025,11.81,56
TRP003181,Evening,Long Rains,Kiambu,Odeon,Nicco Movers,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,28,173.8,3750,739.69,3010.31,5/27/2023,15.2,100
TRP014886,Afternoon,Dry Season,Langata Road,Kencom,Kenya Mpya,Standard,Standard Unit,33,Diesel,M-Pesa,33,91,21.04,186.85,3003,589.7,2413.3,6/15/2023,15,34
TRP004890,Evening,Dry Season,Jogoo Road,Muthurwa,Nicco Movers,Standard,Standard Unit,33,Diesel,Cash,33,150,25.88,167.41,4950,519.91,4430.09,7/29/2024,12,33J
TRP012891,Night,Dry Season,Huruma-Mathare,Muthurwa,Manchester,Standard,Standard Unit,25,Diesel,M-Pesa,25,115,21.2,162.5,2875,392.73,2482.27,6/26/2024,11.4,28
TRP006611,Evening,Dry Season,Kenyatta University,Odeon,Nicco Movers,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,27.78,193.17,2100,1185.94,914.06,2/18/2023,22.1,Ku1
TRP010951,Morning,Dry Season,Lavington-Kawangware,Kencom,Citi Hoppa,Standard,Standard Unit,25,Diesel,Cash,25,61.65,20.2,185,1541.25,224.22,1317.03,1/20/2025,6,56
TRP012201,Morning,Long Rains,Kikuyu,Railways,Nicco Movers,Nganya,Money Hest,33,Petrol,M-Pesa,33,200,24.7,199.66,6600,1331.53,5268.47,4/16/2025,27,102
TRP012422,Evening,Dry Season,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,28.5,186.1,2100,1219.89,880.11,12/1/2023,23,33A
TRP012937,Afternoon,Long Rains,Embakasi,OTC,Embassava,Standard,Standard Unit,14,Petrol,M-Pesa,14,83,19.75,209.34,1162,343.16,818.84,5/20/2025,8.3,34E
TRP009229,Evening,Long Rains,Westlands,Kencom,KBS,Electric,Basigo E-Bus,49,Electric,M-Pesa,49,109,49.7,23.79,5341,127.1,5213.9,3/27/2025,10.75,30
TRP003081,Night,Short Rains,Eastleigh,Railways,2Nk,Standard,Standard Unit,33,Petrol,Cash,33,150,25.3,173.29,4950,909.73,4040.27,11/14/2024,20.75,14B
TRP006237,Afternoon,Long Rains,Pipeline,Railways,Embassava,Standard,Standard Unit,33,Diesel,M-Pesa,33,71,27.1,197.22,2343,427.57,1915.43,3/30/2025,8,33A
TRP012213,Afternoon,Dry Season,Pipeline,OTC,Embassava,Standard,Standard Unit,14,Diesel,Cash,14,150,29.3,192.3,2100,1521.29,578.71,2/8/2023,27,33
TRP006987,Evening,Long Rains,Westlands,Railways,Latema,Standard,Standard Unit,14,Diesel,Cash,14,135,18.1,189.68,1890,308.99,1581.01,3/5/2023,9,23A
TRP003658,Evening,Long Rains,Eastleigh,Odeon,East Shuttle,Standard,Standard Unit,33,Petrol,M-Pesa,33,150,30.46,192.96,4950,822.86,4127.14,5/14/2024,14,14A
TRP007312,Afternoon,Long Rains,Dandora,OTC,City Shuttle,Nganya,X-Trail,25,Diesel,M-Pesa,25,62,25.2,182.56,1550,257.63,1292.37,3/19/2023,5.6,36
TRP001881,Evening,Long Rains,Kenyatta University,Odeon,Kenya Mpya,Nganya,Kixx,33,Diesel,Cash,33,189,19.6,188.9,6237,422.08,5814.92,3/28/2025,11.4,Ku1
TRP001412,Night,Dry Season,Westlands,Kencom,Citi Hoppa,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,31.5,180.51,2100,1063.29,1036.71,8/19/2023,18.7,30
TRP006863,Morning,Dry Season,Pangani,Railways,Nicco Movers,Nganya,Godfather,14,Petrol,M-Pesa,14,92.13,22.59,171.7,1289.82,271.51,1018.31,2/28/2024,7,8
TRP003107,Night,Long Rains,Embakasi,OTC,Embassava,Standard,Standard Unit,33,Diesel,M-Pesa,33,90,19.2,174.49,2970,335.02,2634.98,4/25/2023,10,34E
TRP000603,Afternoon,Dry Season,Kikuyu,Railways,Super Metro,Standard,Standard Unit,33,Diesel,M-Pesa,33,109,28.1,192.73,3597,700.79,2896.21,6/21/2023,12.94,102
TRP015652,Afternoon,Short Rains,Embakasi,OTC,Embassava,Standard,Standard Unit,25,Diesel,M-Pesa,25,74,31.3,163.1,1850,500.29,1349.71,11/22/2024,9.8,34E
TRP003412,Morning,Long Rains,Langata Road,Kencom,Embassava,Standard,Standard Unit,33,Diesel,Cash,33,150,28,196.6,4950,699.11,4250.89,3/23/2025,12.7,34
TRP013424,Afternoon,Dry Season,Kikuyu,Railways,Citi Hoppa,Nganya,Opposite,14,Diesel,M-Pesa,14,86,27.5,177.8,1204,603.36,600.64,2/14/2024,12.34,112
TRP008503,Morning,Dry Season,Pangani,Railways,KBS,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,29.2,203.6,3750,1070.12,2679.88,6/1/2025,18,8
TRP011452,Afternoon,Long Rains,Eastleigh,Odeon,Ongata Line,Standard,Standard Unit,25,Diesel,Cash,25,150,22.2,174.06,3750,1062.64,2687.36,5/25/2024,27.5,14B
TRP003808,Evening,Dry Season,Kibra,Railways,East Shuttle,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,31.7,167.36,2100,1352.32,747.68,6/6/2024,25.49,8B
TRP005777,Morning,Dry Season,Kibra,Railways,Zuri,Standard,Standard Unit,25,Diesel,M-Pesa,25,93,23.6,176.48,2325,499.79,1825.21,6/28/2024,12,8B
TRP011092,Morning,Long Rains,Langata Road,Railways,City Shuttle,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,18.9,190.61,3750,906.76,2843.24,4/8/2025,25.17,11A
TRP016200,Evening,Dry Season,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,25,Petrol,Cash,25,150,30.3,185.29,3750,1141.38,2608.62,8/2/2024,20.33,33A
TRP004976,Evening,Long Rains,Rongai,Railways,Zuri,Standard,Standard Unit,14,Diesel,M-Pesa,14,94.18,21.1,185.54,1318.52,313.19,1005.33,4/5/2025,8,125
TRP004925,Evening,Long Rains,Lavington-Kawangware,Kencom,Citi Hoppa,Nganya,Mood,33,Diesel,M-Pesa,33,170,25.6,173.49,5610,488.55,5121.45,4/4/2024,11,56
TRP006496,Evening,Long Rains,Westlands,Kencom,Oma Services,Electric,Basigo E-Bus,25,Electric,M-Pesa,25,150,36.8,26.03,3750,222.9,3527.1,5/19/2025,23.27,30
TRP003222,Evening,Long Rains,Kibra,Railways,Kenya Mpya,Standard,Standard Unit,14,Petrol,M-Pesa,14,150,23.25,200.39,2100,1304.54,795.46,5/8/2023,28,8B
TRP005747,Afternoon,Short Rains,Lavington-Kawangware,Kencom,Citi Hoppa,Standard,Standard Unit,25,Diesel,M-Pesa,25,145,20.1,159.02,3625,543.37,3081.63,10/14/2024,17,56
TRP000146,Afternoon,Dry Season,Ngong Road,Railways,Oma Services,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,23.3,171.5,3750,839.95,2910.05,11/6/2024,21.02,111
TRP001917,Afternoon,Dry Season,Kikuyu,Railways,Embassava,Standard,Standard Unit,33,Petrol,Cash,33,150,24.73,211.3,4950,1081.67,3868.33,8/5/2025,20.7,102
TRP005108,Afternoon,Dry Season,Westlands,Railways,Citi Hoppa,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,31.15,175.56,4950,1192.18,3757.82,1/10/2024,21.8,23A
TRP010096,Afternoon,Long Rains,Rongai,Railways,Zuri,Nganya,Matrix,33,Diesel,M-Pesa,33,200,22.3,188.09,6600,792.32,5807.68,3/30/2025,18.89,125
TRP003963,Morning,Dry Season,Fedha,OTC,Embassava,Standard,Standard Unit,14,Diesel,M-Pesa,14,100,20.7,195.53,1400,364.27,1035.73,9/10/2025,9,34F
TRP010683,Afternoon,Dry Season,Kenyatta University,Odeon,Nicco Movers,Nganya,Mood,14,Diesel,M-Pesa,14,56,29.4,193.13,784,340.68,443.32,6/24/2023,6,Ku1
TRP003920,Evening,Long Rains,Eastleigh,Odeon,Embassava,Standard,Standard Unit,33,Petrol,M-Pesa,33,136,28,176.7,4488,578.87,3909.13,3/2/2024,11.7,14B
TRP011398,Afternoon,Dry Season,Langata Road,Railways,Forward Travelers,Standard,Standard Unit,33,Diesel,Cash,33,136,28.7,195.85,4488,926.32,3561.68,3/7/2025,16.48,11A
TRP005619,Morning,Dry Season,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,33,Diesel,M-Pesa,33,117.48,28.8,188.68,3876.84,548.83,3328.01,6/18/2023,10.1,33A
TRP001935,Night,Dry Season,Pangani,Railways,Nicco Movers,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,25.82,180.31,4950,1104.77,3845.23,6/16/2023,23.73,8
TRP014421,Evening,Short Rains,Eastleigh,Odeon,Embassava,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,22.2,176.8,3750,925.11,2824.89,10/1/2023,23.57,14A
TRP012910,Morning,Short Rains,Pipeline,OTC,Embassava,Nganya,Godfather,33,Diesel,Cash,33,200,19.8,201,6600,477.58,6122.42,10/7/2025,12,33
TRP000025,Evening,Dry Season,Nyayo Estate-Westlands,Railways,City Shuttle,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,29.1,166.17,4950,825.43,4124.57,10/2/2024,17.07,Exp1
TRP007387,Afternoon,Dry Season,Ngong Road,Railways,Nicco Movers,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,21.4,189.2,2100,1129.64,970.36,8/17/2025,27.9,111
TRP014127,Night,Dry Season,Eastleigh,Odeon,City Shuttle,Standard,Standard Unit,33,Diesel,Cash,33,150,23.7,194.3,4950,1105.18,3844.82,9/12/2025,24,14B
TRP008424,Morning,Long Rains,Langata Road,Railways,East Shuttle,Standard,Standard Unit,14,Diesel,Cash,14,150,31.97,189.8,2100,1516.98,583.02,3/30/2025,25,11A
TRP013205,Afternoon,Long Rains,Jogoo Road,Muthurwa,Forward Travelers,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,25.7,168.76,2100,1105.97,994.03,4/25/2024,25.5,33J
TRP014921,Morning,Short Rains,Fedha,OTC,Embassava,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,27.4,199.32,3750,983.05,2766.95,10/1/2025,18,34F
TRP006159,Morning,Long Rains,Westlands,OTC,2Nk,Nganya,Dragon,33,Diesel,Cash,33,200,23.3,157.3,6600,866.06,5733.94,4/4/2024,23.63,23A
TRP000743,Evening,Dry Season,Ngong Road,Railways,Ongata Line,Nganya,X-Trail,33,Diesel,M-Pesa,33,132,30.5,182.15,4356,611.11,3744.89,7/23/2023,11,111
TRP007720,Night,Dry Season,Lavington-Kawangware,Kencom,KBS,Standard,Standard Unit,33,Petrol,M-Pesa,33,126,20.4,182.71,4158,559.09,3598.91,1/13/2024,15,56
TRP004419,Afternoon,Dry Season,Huruma-Mathare,Muthurwa,Embassava,Nganya,Scorpion,25,Diesel,M-Pesa,25,63.49,23.4,188.3,1587.25,264.37,1322.88,7/11/2023,6,25
TRP013461,Morning,Long Rains,Lavington-Kawangware,Kencom,Citi Hoppa,Standard,Standard Unit,14,Diesel,M-Pesa,14,97.72,26.5,183.78,1368.08,340.91,1027.17,5/17/2023,7,56
TRP002442,Morning,Dry Season,Ngong Road,Railways,Zuri,Nganya,Night Nurse,14,Diesel,Cash,14,61.99,18.37,173.26,867.86,225.98,641.88,1/24/2024,7.1,111
TRP001495,Night,Dry Season,Ngong Road,Railways,East Shuttle,Standard,Standard Unit,14,Diesel,Cash,14,150,21.6,187.97,2100,893.23,1206.77,1/7/2023,22,111
TRP010046,Evening,Long Rains,Fedha,OTC,Kenya Mpya,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,22.6,203.4,2100,697.34,1402.66,5/29/2025,15.17,34F
TRP006328,Evening,Long Rains,Nyayo Estate-Westlands,Railways,City Shuttle,Standard,Standard Unit,25,Diesel,Cash,25,150,31.49,195.93,3750,740.38,3009.62,5/18/2025,12,Exp1
TRP002777,Afternoon,Dry Season,Eastleigh,Odeon,Oma Services,Standard,Standard Unit,33,Diesel,M-Pesa,33,123,31.4,191.38,4059,1039.01,3019.99,7/26/2025,17.29,14B
TRP012685,Afternoon,Long Rains,Pipeline,OTC,Super Metro,Nganya,Kanambo,25,Diesel,Cash,25,200,18.1,190.94,5000,744.08,4255.92,2/3/2023,21.53,33A
TRP015119,Night,Dry Season,Langata Road,Railways,Latema,Standard,Standard Unit,33,Diesel,Cash,33,119,20.28,157,3927,369.34,3557.66,6/10/2024,11.6,11A
TRP008277,Evening,Short Rains,Kitengela,OTC,Zuri,Nganya,Kixx,25,Diesel,M-Pesa,25,200,23.2,178.9,5000,597.67,4402.33,11/26/2023,14.4,110
TRP016294,Evening,Short Rains,Huruma-Mathare,Muthurwa,Embassava,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,27.8,186.94,3750,1418.76,2331.24,3/11/2025,27.3,28
TRP014555,Morning,Dry Season,Kenyatta University,Odeon,Nicco Movers,Nganya,Mood,25,Petrol,M-Pesa,25,69,29.9,208.49,1725,342.86,1382.14,8/28/2025,5.5,Ku1
TRP011378,Afternoon,Dry Season,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,33,Petrol,M-Pesa,33,150,28.5,180.66,4950,1379.88,3570.12,1/30/2024,26.8,33A
TRP002248,Night,Dry Season,Lavington-Kawangware,Ambassador,Forward Travelers,Standard,Standard Unit,14,Diesel,M-Pesa,14,81.01,24.6,157.26,1134.14,386.86,747.28,8/22/2024,10,48A
TRP008516,Evening,Short Rains,Kitengela,OTC,Zuri,Nganya,Godfather,25,Petrol,M-Pesa,25,200,31.8,201.32,5000,857.86,4142.14,11/15/2025,13.4,110
TRP011663,Afternoon,Dry Season,Kitengela,OTC,Super Metro,Standard,Standard Unit,14,Diesel,Cash,14,150,30.4,202.32,2100,1679.09,420.91,9/18/2025,27.3,110
TRP004774,Evening,Dry Season,Kawangware,Kencom,Citi Hoppa,Nganya,Mood,33,Diesel,M-Pesa,33,73.63,18,171.5,2429.79,154.35,2275.44,2/5/2024,5,46
TRP006011,Morning,Dry Season,Pipeline,OTC,Embassava,Standard,Standard Unit,33,Diesel,Cash,33,150,22.4,204.58,4950,779.04,4170.96,7/16/2025,17,33
TRP006641,Afternoon,Dry Season,Langata Road,Kencom,Forward Travelers,Standard,Standard Unit,33,Diesel,M-Pesa,33,143.46,30.5,188.56,4734.18,1259.49,3474.69,9/15/2023,21.9,34
TRP006401,Evening,Short Rains,Langata Road,Railways,Forward Travelers,Standard,Standard Unit,25,Petrol,M-Pesa,25,86,23.8,204.21,2150,340.21,1809.79,10/1/2025,7,11A
TRP010310,Morning,Dry Season,Langata Road,Kencom,Oma Services,Nganya,Prestige,14,Diesel,Cash,14,200,31.4,182.11,2800,1543.93,1256.07,1/2/2025,27,34
TRP002868,Afternoon,Dry Season,Kawangware,Kencom,KBS,Electric,Basigo E-Bus,49,Electric,Cash,49,150,43.1,26.06,7350,246.65,7103.35,9/15/2024,21.96,46
TRP002738,Afternoon,Long Rains,Kikuyu,Railways,Nicco Movers,Standard,Standard Unit,25,Petrol,M-Pesa,25,150,26.4,179.35,3750,852.27,2897.73,3/23/2024,18,102
TRP002802,Evening,Long Rains,Kawangware,Kencom,Citi Hoppa,Nganya,John Wick,25,Diesel,M-Pesa,25,81,25.73,193.6,2025,338.73,1686.27,4/22/2025,6.8,46
TRP012409,Afternoon,Long Rains,Rongai,Railways,Zuri,Standard,Standard Unit,14,Diesel,Cash,14,150,30,176,2100,1473.12,626.88,4/15/2024,27.9,125
TRP012524,Afternoon,Dry Season,Westlands,Railways,Embassava,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,27.6,183.8,4950,1252.49,3697.51,8/20/2025,24.69,23A
TRP015471,Afternoon,Dry Season,Kikuyu,Railways,East Shuttle,Standard,Standard Unit,33,Diesel,M-Pesa,33,73,31.6,201.3,2409,521.61,1887.39,1/2/2025,8.2,105
TRP008286,Morning,Long Rains,Nyayo Estate-Westlands,Railways,Oma Services,Nganya,Dragon,33,Diesel,M-Pesa,33,200,20.65,173.61,6600,706.25,5893.75,4/18/2023,19.7,Exp1
TRP015688,Evening,Dry Season,Westlands,Railways,Citi Hoppa,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,18.2,188.81,2100,584.18,1515.82,1/30/2025,17,23A
TRP015096,Evening,Short Rains,Rongai,Railways,Super Metro,Nganya,Matrix Damager,33,Diesel,M-Pesa,33,200,20.3,180.2,6600,655.89,5944.11,12/31/2023,17.93,125
TRP002901,Morning,Long Rains,Langata Road,Railways,East Shuttle,Nganya,Nyoka,14,Diesel,Cash,14,200,30.71,175.7,2800,1224.83,1575.17,4/14/2023,22.7,11A
TRP011112,Morning,Dry Season,Mwiki-Upper Hill,Odeon,East Shuttle,Electric,Basigo E-Bus,49,Electric,Cash,49,50,35.44,23.95,2450,34.8,2415.2,6/16/2023,4.1,Mwi1
TRP003636,Afternoon,Long Rains,Eastleigh,Odeon,East Shuttle,Standard,Standard Unit,14,Petrol,M-Pesa,14,50,22.33,216.85,700,271.17,428.83,3/19/2025,5.6,14A
TRP014357,Morning,Dry Season,Kikuyu,Railways,Latema,Nganya,Godfather,33,Diesel,M-Pesa,33,123,19.1,192.2,4059,499.26,3559.74,1/25/2023,13.6,105
TRP004813,Morning,Short Rains,Kenyatta University,Odeon,Nicco Movers,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,22.4,186.47,3750,662.88,3087.12,11/12/2023,15.87,Ku1
TRP009949,Evening,Short Rains,Ngong Road,Railways,Super Metro,Nganya,Kixx,14,Petrol,M-Pesa,14,123.25,25.45,217.87,1725.5,480.18,1245.32,10/23/2025,8.66,111
TRP005416,Evening,Long Rains,Kikuyu,Railways,Embassava,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,24.3,177.08,2100,761.64,1338.36,4/3/2023,17.7,102
TRP009387,Evening,Dry Season,Kikuyu,Railways,Super Metro,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,24.2,184.9,2100,850.17,1249.83,7/12/2023,19,105
TRP004648,Evening,Short Rains,Kitengela,OTC,Citi Hoppa,Standard,Standard Unit,14,Diesel,Cash,14,150,31.1,185.96,2100,1445.84,654.16,12/31/2023,25,110
TRP011571,Morning,Short Rains,Westlands,Kencom,KBS,Electric,Basigo E-Bus,33,Electric,Cash,33,53,46.57,24.27,1749,57.64,1691.36,10/10/2025,5.1,30
TRP009843,Morning,Dry Season,Lavington-Kawangware,Ambassador,Manchester,Standard,Standard Unit,14,Diesel,Cash,14,103,18.3,173.04,1442,281.83,1160.17,9/25/2024,8.9,48A
TRP015523,Evening,Dry Season,Outering Road,OTC,City Shuttle,Nganya,Night Nurse,14,Diesel,M-Pesa,14,200,22.6,160.4,2800,1013.56,1786.44,6/11/2024,27.96,73
TRP006677,Morning,Long Rains,Pipeline,OTC,Embassava,Nganya,B613,25,Diesel,M-Pesa,25,200,26.8,190.33,5000,1111.98,3888.02,4/5/2025,21.8,33A
TRP012624,Afternoon,Long Rains,Outering Road,OTC,City Shuttle,Standard,Standard Unit,14,Diesel,Cash,14,59.77,24.4,158.7,836.78,325.27,511.51,5/27/2024,8.4,69
TRP016371,Evening,Dry Season,Kikuyu,Railways,Oma Services,Standard,Standard Unit,33,Petrol,M-Pesa,33,150,22.8,219,4950,1008.63,3941.37,2/6/2025,20.2,105
TRP012875,Night,Short Rains,Kikuyu,Railways,Ongata Line,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,18.1,198.4,4950,869.03,4080.97,12/6/2025,24.2,105
TRP001754,Morning,Dry Season,Langata Road,Railways,Kenya Mpya,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,24,190.66,2100,992.96,1107.04,9/13/2025,21.7,11A
TRP007306,Evening,Short Rains,Kikuyu,Railways,Super Metro,Standard,Standard Unit,14,Diesel,M-Pesa,14,83,20.7,166.2,1162,280.39,881.61,10/26/2024,8.15,112
TRP000477,Night,Short Rains,Jogoo Road,Muthurwa,Embassava,Nganya,B613,25,Diesel,M-Pesa,25,200,24.04,191.7,5000,599.1,4400.9,12/23/2023,13,33J
TRP008399,Afternoon,Dry Season,Pipeline,OTC,Embassava,Standard,Standard Unit,25,Diesel,M-Pesa,25,127,31.83,180.94,3175,863.9,2311.1,8/25/2025,15,33A
TRP009327,Afternoon,Short Rains,Kikuyu,Railways,Ongata Line,Standard,Standard Unit,33,Diesel,Cash,33,71,19,184.09,2343,314.79,2028.21,12/14/2023,9,102
TRP013151,Afternoon,Dry Season,Embakasi,OTC,Embassava,Standard,Standard Unit,33,Diesel,M-Pesa,33,137,24.7,173.98,4521,831.96,3689.04,1/2/2023,19.36,34E
TRP009472,Morning,Short Rains,Eastleigh,Odeon,Forward Travelers,Standard,Standard Unit,25,Petrol,M-Pesa,25,150,25.6,172,3750,792.58,2957.42,12/12/2024,18,14A
TRP000940,Evening,Long Rains,Pangani,Railways,Citi Hoppa,Standard,Standard Unit,33,Diesel,Cash,33,150,29.5,177.1,4950,1253.87,3696.13,4/9/2024,24,8
TRP012983,Afternoon,Dry Season,Lavington-Kawangware,Ambassador,Citi Hoppa,Nganya,Matrix Damager,14,Diesel,M-Pesa,14,200,27.7,172.92,2800,1245.37,1554.63,8/8/2023,26,48A
TRP013030,Morning,Dry Season,Outering Road,OTC,Citi Hoppa,Electric,Basigo E-Bus,49,Electric,Cash,49,117.77,46,26.6,5770.73,178.65,5592.08,2/5/2025,14.6,69
TRP007364,Morning,Short Rains,Lavington-Kawangware,Kencom,Oma Services,Electric,Basigo E-Bus,25,Electric,M-Pesa,25,150,43.9,25.8,3750,172.16,3577.84,12/10/2024,15.2,56
TRP002058,Morning,Short Rains,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,20.1,186.81,3750,901.17,2848.83,12/9/2025,24,33A
TRP013703,Morning,Dry Season,Kenyatta University,Odeon,Kenya Mpya,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,25.6,199.2,2100,1212.67,887.33,2/7/2025,23.78,Ku1
TRP014789,Morning,Dry Season,Jogoo Road,Muthurwa,Forward Travelers,Standard,Standard Unit,33,Petrol,M-Pesa,33,58,23,211.4,1914,16677.35,-14763.35,7/7/2025,41.6,33J
TRP002071,Morning,Dry Season,Westlands,Railways,Super Metro,Standard,Standard Unit,14,Diesel,M-Pesa,14,114,26.3,160.41,1596,466.18,1129.82,1/2/2024,11.05,23A
TRP003286,Night,Dry Season,Kikuyu,Railways,Forward Travelers,Nganya,Rongai King,14,Diesel,M-Pesa,14,71,27.9,176.57,994,366.52,627.48,2/24/2023,7.44,112
TRP014169,Afternoon,Short Rains,Kitengela,OTC,Latema,Nganya,Overload,25,Diesel,Cash,25,59,29.32,165.2,1475,295.46,1179.54,10/28/2024,6.1,110
TRP005569,Afternoon,Short Rains,Huruma-Mathare,Muthurwa,Manchester,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,30.2,157.9,4950,1006.17,3943.83,12/13/2024,21.1,28
TRP013687,Afternoon,Long Rains,Mwiki-Upper Hill,Odeon,Citi Hoppa,Electric,Basigo E-Bus,49,Electric,M-Pesa,49,150,54.48,26.03,7350,293.55,7056.45,5/17/2024,20.7,Mwi1
TRP015313,Night,Dry Season,Embakasi,OTC,Embassava,Nganya,Kanambo,14,Diesel,Cash,14,200,28.3,172.05,2800,1157.36,1642.64,6/8/2024,23.77,34E
TRP011374,Afternoon,Long Rains,Langata Road,Kencom,Zuri,Standard,Standard Unit,33,Petrol,M-Pesa,33,117,21.29,206.77,3861,440.21,3420.79,5/2/2023,10,34
TRP013121,Evening,Dry Season,Huruma-Mathare,Muthurwa,KBS,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,24.43,168.37,4950,946.05,4003.95,8/6/2024,23,25
TRP015867,Morning,Long Rains,Langata Road,Railways,Citi Hoppa,Nganya,Moneyfest,25,Diesel,M-Pesa,25,200,30.4,162.95,5000,941.2,4058.8,3/24/2024,19,11A
TRP013168,Afternoon,Long Rains,Ngong Road,Railways,Latema,Standard,Standard Unit,33,Diesel,M-Pesa,33,142.75,22.7,193.3,4710.75,702.07,4008.68,3/15/2025,16,111
TRP015481,Evening,Dry Season,Lavington-Kawangware,Kencom,East Shuttle,Electric,Basigo E-Bus,25,Electric,M-Pesa,25,150,54.94,24.37,3750,190.12,3559.88,1/9/2023,14.2,56
TRP003012,Evening,Dry Season,Kenyatta University,Odeon,Citi Hoppa,Nganya,Matrix,33,Diesel,M-Pesa,33,200,28.32,176.5,6600,1114.66,5485.34,8/27/2024,22.3,Ku1
TRP001292,Night,Dry Season,Kikuyu,Railways,KBS,Standard,Standard Unit,14,Diesel,Cash,14,150,29.6,183.06,2100,1051.2,1048.8,2/23/2023,19.4,105
TRP003165,Afternoon,Dry Season,Kiambu,Odeon,Nicco Movers,Standard,Standard Unit,25,Diesel,Cash,25,135,24.1,198.81,3375,862.44,2512.56,2/18/2025,18,100
TRP016025,Morning,Long Rains,Langata Road,Railways,2Nk,Standard,Standard Unit,33,Petrol,M-Pesa,33,150,18.7,192.82,4950,663.46,4286.54,5/11/2024,18.4,11A
TRP011958,Morning,Dry Season,Fedha,OTC,Embassava,Nganya,Rogue,14,Petrol,M-Pesa,14,101.32,26.5,209.7,1418.48,416.22,1002.26,6/19/2023,7.49,34F
TRP004952,Evening,Long Rains,Ngong Road,Odeon,East Shuttle,Nganya,Night Nurse,14,Diesel,M-Pesa,14,200,26.4,161.15,2800,978.5,1821.5,4/13/2024,23,111
TRP003106,Evening,Dry Season,Fedha,OTC,Embassava,Standard,Standard Unit,33,Diesel,M-Pesa,33,55,27.6,175.59,1815,232.62,1582.38,1/1/2023,4.8,34F
TRP000197,Afternoon,Dry Season,Mwiki-Upper Hill,Railways,East Shuttle,Electric,Basigo E-Bus,33,Electric,M-Pesa,33,51,49.69,25.44,1683,80.4,1602.6,7/7/2024,6.36,Mwi1
