trip_id,date_raw,time_of_day,season,route_number,corridor,cbd_stage,sacco,vehicle_type,vehicle_name,capacity,passenger_count,fare_kes,distance_km,fuel_type,fuel_consumption,payment_method,revenue_kes,fuel_price_per_unit
TRP010613,45998,Eve,SHORT RAINS,34E,Embakasi,OTC,embassava,Standard,Standard Unit,14,14,KSH 64/=,4.5,Diesel,22.0 litres/100km,CASH,898.59,202.88
TRP008846,1709625480,Mornig,long rains,MWI1,Mwiki-Upper Hill,Odeon,Nicco Movers,Nganya,Money Fest,25,25,Ksh 200,27,Petrol,22.0 litres/100km,M-PESA,5000,Ksh 187.34
TRP007707,45020,night,Long Rains,11A,Langata Road,Railways,City Shuttle,Standard,Standard Unit,14,14,Ksh 150,19,DIESEL,18.2l/100km,mpesa,Ksh 2100,KES191.22
TRP015167,45987,Afternoon,SHORT RAINS,112,Kikuyu,Railways,kenya mpya,standard,Standard Unit,14,14,150,18.80 km,Diesel,20.0l/100km,M-Pesa,2100,183.2/=
TRP000578,45397,Morning,Long Rains,110,Kitengela,OTC,City Shuttle,Nganya,B613,33,33,179.81,13.57 km,Diesel,29.4 L/100km,mpesa,5933.75,Ksh 166.35
TRP013516,17.05.2025,morning,Long Rains,73,Outering Road,OTC,Oma Services,Nganya,Transformer,33,33,200,17km,Diesel,29.2 litres/100km,CASH,KSH 6600/=,193
TRP015082,12.10.2023,evening,Short Rains,33,Pipeline,OTC,EMBASSAVA,Standard,Standard Unit,25,25,Ksh 150,24km,Diesel,19.06,cash,Ksh 3750,Ksh 175.35
TRP009183,45427,EVENING,long rains,KU1,Kenyatta University,Odeon,Nicco Movers,Nganya,Scorpion,25-seater,25,199,15km,Diesel,19.1 L/100km,mpesa,KES4984,163.71
TRP002396,45007,Evening,Long Rains,100,Kiambu,Odeon,Kbs,NGANYA,Overload,25,25,KES200,23.2,Diesel,24.61,M-PESA,5000,182.3/=
TRP016081,20/04/2024,AM,Long Rains,125,Rongai,Railways,EMBASSAVA,Nganya,Catalyst,25 seater,25,Ksh 184,16.90 km,Diesel,29.9 L/100km,MPESA ,KES4588,174.0/=
TRP003428,45502,Mornig,DRY SEASON,46,Kawangware,Kencom,Citi Hoppa,STANDARD,Standard Unit,33 seater,33,150,19km,diesel,20.5 L/100km,cash,4950,KES176.37
TRP007719,45601,AFTERNOON,short rains,30,Westlands,Kencom,kbs,Nganya,Night Nurse,25,25,200/-,26.4,Diesel,29.3 litres/100km,Cash,Ksh 5000,176.9/=
TRP015463,45994,morning,short rains,14B,Eastleigh,Odeon,kenya mpya,Nganya,Overload,33 pax,33,KSH 200/=,14.4,Diesel,29.7 litres/100km,M-PESA,6600,Ksh 204.35
TRP003873,45047,Eve,Long Rains,112,Kikuyu,Railways,kbs,Standard,Standard Unit,14,14,Ksh 150,25.23 km,Diesel,19.88,mpesa,2100,177.8/=
TRP005062,03.11.2024,Aftenoon,Short Rains,23A,Westlands,Railways,super metro,standard,Standard Unit,14,14,Ksh 150,26,DIESEL,29.3l/100km,Mpesa,2100,176.65
TRP004856,45253,Eve,SHORT RAINS,23A,Westlands,Railways,oma services,electric,BasiGo E-Bus,25-seater,25,Ksh 140,11km,Electric,41.35,mpesa,3503,25.2/=
TRP009975,45190,evening,Dry Season,11A,Langata Road,Railways,oma services,Nganya,Godfather,25,25,200,22.72 km,PETROL,22.5 L/100km,mpesa,5000,212.6/=
TRP011422,45650,evening,Short Rains,33,Pipeline,Ambassador,FORWARD TRAVELERS,nganya,Moxie,14 seater,14,153,11.2,Diesel,29.7 L/100km,cash,2143.33,174.51
TRP008345,14.03.2025,AFTERNOON,Long Rains,34F,Fedha,OTC,Kbs,STANDARD,Standard Unit,14,14,57.2,5.9,Diesel,21.7 litres/100km,MPESA ,Ksh 801,183.4/=
TRP006378,45689,Aftenoon,Dry Season,28,Huruma-Mathare,Muthurwa,NICCO MOVERS,standard,Standard Unit,33,33,86,10.8,Diesel,30.92,mpesa,2839/-,199.4/=
TRP013559,45905,Aftenoon,Dry Season,105,Kikuyu,Railways,OMA SERVICES,Standard,Standard Unit,25,25,140,19km,Diesel,18.7 litres/100km,M-PESA,KSH 3499/=,194.8/=
TRP005622,45568,AFTERNOON,Short Rains,28,Huruma-Mathare,Muthurwa,Latema,Standard,Standard Unit,25,25,101/-,10,DIESEL,26.7 litres/100km,MPESA ,2525,176.9/=
TRP016777,45276,Afternoon,Short Rains,100,Kiambu,Odeon,Manchester,Standard,Standard Unit,14,14,74.52,10,Diesel,31.5l/100km,M-Pesa,1043/-,183.98
TRP016755,44941,afternoon,Dry Season,23A,Westlands,Railways,zuri,Standard,Standard Unit,33,33,67,9.91 km,diesel,20.5 litres/100km,cash,KSH 2210/=,KES191.03
TRP006883,45725,MORNING,Long Rains,56,Lavington-Kawangware,Muthurwa,KBS,Nganya,Night Nurse,14 seater,14,Ksh 138,11.81 km,Diesel,21.6l/100km,Mpesa,Ksh 1929,182.72
TRP003181,45073,Evening,Long Rains,100,Kiambu,Odeon,Nicco Movers,STANDARD,Standard Unit,25,25,KSH 150/=,15.2,diesel,28.0 litres/100km,M-Pesa,3750,173.8/=
TRP014886,45092,afternoon,Dry Season,34,Langata Road,Kencom,kenya mpya,Standard,Standard Unit,33,33,91,15km,DIESEL,21.04,MPESA ,3018.46,186.85
TRP004890,29/07/2024,evening,dry season,33J,Jogoo Road,Muthurwa,NICCO MOVERS,STANDARD,Standard Unit,33,33,150,12km,Diesel,25.88,cash,KSH 4950/=,KES167.41
TRP012891,45469,Nyt,Dry Season,28,Huruma-Mathare,Muthurwa,Manchester,Standard,Standard Unit,25 seater,25,Ksh 115,11.4,Diesel,21.2 L/100km,M-PESA,2872,162.5
TRP006611,44975,EVENING,dry season,KU1,Kenyatta University,Odeon,Nicco Movers,Standard,Standard Unit,14 seater,14,150/-,22.1,diesel,27.78,Mpesa,2100/-,Ksh 193.17
TRP010951,20/01/2025,morning,Dry Season,56,Lavington-Kawangware,Kencom,citi hoppa,Standard,Standard Unit,25,25,61.65,6km,Diesel,20.2 litres/100km,CASH,1541,185.0/=
TRP012201,45763,MORNING,Long Rains,102,Kikuyu,Railways,Nicco Movers,Nganya,Money Fest,33 seater,33,200,27,Petrol,24.7l/100km,M-PESA,Ksh 6600,199.66
TRP012422,45261,Evening,Dry Season,33A,Pipeline,OTC,FORWARD TRAVELERS,STANDARD,Standard Unit,14,14,KES150,23km,Diesel,28.5l/100km,M-Pesa,2100,186.1/=
TRP012937,45797,afternoon,Long Rains,34E,Embakasi,OTC,Embassava,Standard,Standard Unit,14 pax,14,83,8.3,Petrol,19.75,M-Pesa,1159,209.34
TRP009229,45743,evening,Long Rains,30,Westlands,Kencom,kbs,Electric,BasiGo E-Bus,49 pax,49,Ksh 109,10.75 km,Electric,49.7 kWh/100km,M-Pesa,Ksh 5330,Ksh 23.79
TRP003081,45610,night,Short Rains,14B,Eastleigh,Railways,2Nk,standard,Standard Unit,33-seater,33,150,20.75 km,petrol,25.3l/100km,CASH,4950,Ksh 173.29
TRP006237,45746,PM,Long Rains,33A,Pipeline,Railways,EMBASSAVA,Standard,Standard Unit,33,33,71,8km,diesel,27.1 L/100km,M-Pesa,2349,197.22
TRP012213,44965,Afternoon,dry season,33,Pipeline,OTC,Embassava,STANDARD,Standard Unit,14 pax,14,Ksh 150,27,Diesel,29.3l/100km,cash,2100,192.3/=
TRP006987,44990,Evening,Long Rains,23A,Westlands,Railways,LATEMA,standard,Standard Unit,14 pax,14,135,9km,diesel,18.1,CASH,1897,Ksh 189.68
TRP003658,14/05/2024,Eve,LONG RAINS,14A,Eastleigh,Odeon,east shuttle,Standard,Standard Unit,33-seater,33,Ksh 150,14km,Petrol,30.46,M-PESA,KSH 4950/=,KES192.96
TRP007312,19/03/2023,AFTERNOON,Long Rains,36,Dandora,OTC,City Shuttle,Nganya,X-Trail,25,25,62,5.60 km,diesel,25.2 L/100km,MPESA ,1540,KES182.56
TRP001881,28/03/2025,Eve,Long Rains,KU1,Kenyatta University,Odeon,Kenya Mpya,Nganya,Kixx,33 seater,33,KSH 189/=,11.4,diesel,19.6l/100km,cash,6224.47,Ksh 188.90
TRP001412,45157,NIGHT,dry season,30,Westlands,Kencom,CITI HOPPA,STANDARD,Standard Unit,14,14,150,18.7,Diesel,31.5l/100km,MPESA ,2100,KES180.51
TRP006863,45350,Mornig,dry season,8,Pangani,Railways,nicco movers,nganya,Godfather,14,14,92.13,7km,petrol,22.59,mpesa,1289.78,171.7/=
TRP003107,45041,NIGHT,LONG RAINS,34E,Embakasi,OTC,EMBASSAVA,Standard,Standard Unit,33-seater,33,90,10,Diesel,19.2l/100km,Mpesa,2964,174.49
TRP000603,45098,Afternoon,DRY SEASON,102,Kikuyu,Railways,super metro,Standard,Standard Unit,33-seater,33,KES109,12.94 km,Diesel,28.1l/100km,Mpesa,3584,KES192.73
TRP015652,45618,PM,short rains,34E,Embakasi,OTC,Embassava,standard,Standard Unit,25,25,KES74,9.8,Diesel,31.3l/100km,M-Pesa,1840.31,163.1/=
TRP003412,45739,Mornig,Long Rains,34,Langata Road,Kencom,Embassava,Standard,Standard Unit,33-seater,33,Ksh 150,12.7,Diesel,28.0l/100km,cash,KSH 4950/=,196.6/=
TRP013424,14/02/2024,PM,Dry Season,112,Kikuyu,Railways,Citi Hoppa,Nganya,Opposite,14,14,86,12.34 km,DIESEL,27.5 litres/100km,Mpesa,1206,KES177.80
TRP008503,45809,Mornig,Dry Season,8,Pangani,Railways,Kbs,Standard,Standard Unit,25 seater,25,Ksh 150,18,Diesel,29.2 L/100km,M-Pesa,3750,203.6/=
TRP011452,25/05/2024,AFTERNOON,Long Rains,14B,Eastleigh,Odeon,ongata line,Standard,Standard Unit,25,25,150,27.5,Diesel,22.2 L/100km,cash,KSH 3750/=,KES174.06
TRP003808,45449,evening,Dry Season,8B,Kibra,Railways,East Shuttle,standard,Standard Unit,14,14,KES150,25.49 km,Diesel,31.7 L/100km,M-Pesa,2100/-,Ksh 167.36
TRP005777,45471,morning,Dry Season,8B,Kibra,Railways,ZURI,STANDARD,Standard Unit,25,25,93,12km,Diesel,23.6 litres/100km,MPESA ,2337/-,KES176.48
TRP011092,45755,Mornig,Long Rains,11A,Langata Road,Railways,city shuttle,Standard,Standard Unit,25,25,KES150,25.17 km,Diesel,18.9l/100km,M-PESA,KSH 3750/=,Ksh 190.61
TRP016200,45506,EVENING,Dry Season,33A,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,25,25,150,20.33 km,Petrol,30.3 L/100km,CASH,3750,KES185.29
TRP004976,45752,EVENING,Long Rains,125,Rongai,Railways,Zuri,standard,Standard Unit,14,14,94.18,8km,Diesel,21.1 litres/100km,M-PESA,1319,185.54
TRP004925,45386,Eve,long rains,56,Lavington-Kawangware,Kencom,CITI HOPPA,Nganya,Mood,33-seater,33,170,11,diesel,25.6 litres/100km,MPESA ,5613,Ksh 173.49
TRP006496,45796,Evening,Long Rains,30,Westlands,Kencom,OMA Services,electric,BasiGo E-Bus,25,25,150,23.27 km,electric,36.8kwh,MPESA ,KSH 3750/=,26.03
TRP003222,45054,EVENING,long rains,8B,Kibra,Railways,Kenya Mpya,Standard,Standard Unit,14,14,150,28,Petrol,23.25,M-Pesa,2100,200.39
TRP005747,45579,Afternoon,Short Rains,56,Lavington-Kawangware,Kencom,Citi Hoppa,Standard,Standard Unit,25,25,145,17km,Diesel,20.1 litres/100km,M-Pesa,3628/-,159.02
TRP000146,45602,AFTERNOON,Dry Season,111,Ngong Road,Railways,OMA SERVICES,Standard,Standard Unit,25,25,Ksh 150,21.02 km,Diesel,23.3 litres/100km,M-Pesa,KES3750,171.5/=
TRP001917,45874,PM,Dry Season,102,Kikuyu,Railways,embassava,Standard,Standard Unit,33,33,KSH 150/=,20.7,Petrol,24.73,Cash,4950,211.3/=
TRP005108,45301,PM,Dry Season,23A,Westlands,Railways,citi hoppa,Standard,Standard Unit,33 seater,33,150,21.8,DIESEL,31.15,Mpesa,KES4950,KES175.56
TRP010096,45746,AFTERNOON,Long Rains,125,Rongai,Railways,zuri,NGANYA,Matrix,33,33,Ksh 200,18.89 km,Diesel,22.3l/100km,M-Pesa,Ksh 6600,188.09
TRP003963,45910,Morning,Dry Season,34F,Fedha,OTC,Embassava,Standard,Standard Unit,14-seater,14,KES100,9km,Diesel,20.7 L/100km,M-Pesa,KES1404,KES195.53
TRP010683,45101,afternoon,Dry Season,KU1,Kenyatta University,Odeon,NICCO MOVERS,nganya,Mood,14 seater,14,Ksh 56,6km,Diesel,29.4l/100km,M-Pesa,784.24,KES193.13
TRP003920,1709396820,Evning,Long Rains,14B,Eastleigh,Odeon,EMBASSAVA,standard,Standard Unit,33,33,136,11.7,Petrol,28.0 L/100km,MPESA ,KSH 4492/=,Ksh 176.70
TRP011398,45723,Afternoon,Dry Season,11A,Langata Road,Railways,Forward Travelers,Standard,Standard Unit,33-seater,33,KES136,16.48 km,DIESEL,28.7l/100km,cash,KES4487,KES195.85
TRP005619,45095,morning,Dry Season,33A,Pipeline,OTC,FORWARD TRAVELERS,Standard,Standard Unit,33 seater,33,117.48,10.1,Diesel,28.8 L/100km,M-PESA,3877,Ksh 188.68
TRP001935,45093,Nyt,dry season,8,Pangani,Railways,Nicco Movers,Standard,Standard Unit,33,33,150/-,23.73 km,Diesel,25.82,Mpesa,KSH 4950/=,Ksh 180.31
TRP014421,45200,EVENING,Short Rains,14A,Eastleigh,Odeon,embassava,Standard,Standard Unit,25 seater,25,150,23.57 km,DIESEL,22.2l/100km,M-Pesa,3750,176.8/=
TRP012910,45937,Morning,Short Rains,33,Pipeline,OTC,EMBASSAVA,Nganya,Godfather,33 seater,33,Ksh 200,12,Diesel,19.8 litres/100km,cash,Ksh 6600,201
TRP000025,45567,EVENING,dry season,EXP1,Nyayo Estate-Westlands,Railways,CITY SHUTTLE,STANDARD,Standard Unit,33,33,150,17.07 km,Diesel,29.1l/100km,Mpesa,4950,Ksh 166.17
TRP007387,45886,Aftenoon,Dry Season,111,Ngong Road,Railways,NICCO MOVERS,Standard,Standard Unit,14,14,150,27.9,DIESEL,21.4 L/100km,M-Pesa,2100,189.2/=
TRP014127,45912,Night,dry season,14B,Eastleigh,Odeon,City Shuttle,Standard,Standard Unit,33 seater,33,150,24,DIESEL,23.7 L/100km,Cash,KES4950,194.3/=
TRP008424,45746,Morning,Long Rains,11A,Langata Road,Railways,East Shuttle,standard,Standard Unit,14,14,Ksh 150,25km,diesel,31.97,cash,2100,189.8/=
TRP013205,45407,AFTERNOON,Long Rains,33J,Jogoo Road,Muthurwa,FORWARD TRAVELERS,Standard,Standard Unit,14-seater,14,150,25.5,Diesel,25.7 litres/100km,MPESA ,2100/-,168.76
TRP014921,45931,MORNING,Short Rains,34F,Fedha,OTC,EMBASSAVA,Standard,Standard Unit,25,25,150,18km,DIESEL,27.4 L/100km,Mpesa,3750/-,Ksh 199.32
TRP006159,45386,AM,Long Rains,23A,Westlands,OTC,2Nk,Nganya,Dragon,33,33,Ksh 200,23.63 km,diesel,23.3l/100km,CASH,6600/-,157.3/=
TRP000743,23/07/2023,Evening,DRY SEASON,111,Ngong Road,Railways,ongata line,nganya,X-Trail,33,33,132/-,11km,Diesel,30.5 L/100km,mpesa,4371.94,KES182.15
TRP007720,45304,Late Night,Dry Season,56,Lavington-Kawangware,Kencom,kbs,Standard,Standard Unit,33,33,126,15km,Petrol,20.4 L/100km,MPESA ,4159,182.71
TRP004419,45118,Afternoon,Dry Season,25,Huruma-Mathare,Muthurwa,embassava,nganya,Scorpion,25 seater,25,63.49,6km,Diesel,23.4l/100km,MPESA ,1587,188.3/=
TRP013461,45063,AM,Long Rains,56,Lavington-Kawangware,Kencom,citi hoppa,standard,Standard Unit,14,14,97.72,7,diesel,26.5,M-PESA,1368,183.78
TRP002442,24/01/2024,Morning,Dry Season,111,Ngong Road,Railways,Zuri,Nganya,Night Nurse,14,14,61.99,7.10 km,DIESEL,18.37,Cash,868,173.26
TRP001495,44933,Nyt,DRY SEASON,111,Ngong Road,Railways,East Shuttle,Standard,Standard Unit,14,14,150,22km,diesel,21.6 L/100km,CASH,Ksh 2100,KES187.97
TRP010046,29/05/2025,Evning,Long Rains,34F,Fedha,OTC,Kenya Mpya,Standard,Standard Unit,14 seater,14,Ksh 150,15.17 km,DIESEL,22.6 L/100km,Mpesa,Ksh 2100,KES203.40
TRP006328,18.05.2025,Eve,long rains,EXP1,Nyayo Estate-Westlands,Railways,City Shuttle,Standard,Standard Unit,25,25,Ksh 150,12,Diesel,31.49,cash,3750,195.93
TRP002777,26.07.2025,Aftenoon,DRY SEASON,14B,Eastleigh,Odeon,OMA Services,standard,Standard Unit,33-seater,33,KES123,17.29 km,Diesel,31.4 litres/100km,mpesa,4058,KES191.38
TRP012685,44960,Aftenoon,Long Rains,33A,Pipeline,OTC,SUPER METRO,nganya,Kanambo,25 seater,25,200,21.53 km,diesel,18.1 litres/100km,Cash,5000/-,190.94
TRP015119,45453,night,Dry Season,11A,Langata Road,Railways,latema,Standard,Standard Unit,33,33,119,11.6,diesel,20.28,cash,3921,157.0/=
TRP008277,45256,EVENING,short rains,110,Kitengela,OTC,ZURI,Nganya,Kixx,25,25,200,14.4,Diesel,23.2 L/100km,Mpesa,5000,178.9/=
TRP016294,45727,Evning,Short Rains,28,Huruma-Mathare,Muthurwa,EMBASSAVA,STANDARD,Standard Unit,25-seater,25,150,27.3,diesel,27.8 litres/100km,M-Pesa,3750,186.94
TRP014555,45897,MORNING,Dry Season,KU1,Kenyatta University,Odeon,NICCO MOVERS,NGANYA,Mood,25,25,KES69,5.5,Petrol,29.9 litres/100km,mpesa,1713,KES208.49
TRP011378,45321,Afternoon,Dry Season,33A,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,33 pax,33,150,26.8,petrol,28.5l/100km,MPESA ,4950,KES180.66
TRP002248,45526,NIGHT,Dry Season,48A,Lavington-Kawangware,Ambassador,FORWARD TRAVELERS,STANDARD,Standard Unit,14,14,81.01,10km,Diesel,24.6 L/100km,MPESA ,1134/-,Ksh 157.26
TRP008516,1763233620,Evning,Short Rains,110,Kitengela,OTC,Zuri,NGANYA,Godfather,25,25,200,13.4,Petrol,31.8l/100km,Mpesa,5000/-,201.32
TRP011663,45918,afternoon,Dry Season,110,Kitengela,OTC,super metro,Standard,Standard Unit,14 seater,14,150/-,27.3,DIESEL,30.4 L/100km,cash,2100,KES202.32
TRP004774,45327,evening,dry season,46,Kawangware,Kencom,Citi Hoppa,nganya,Mood,33,33,73.63,5,Diesel,18.0 L/100km,mpesa,2430,171.5/=
TRP006011,45854,Morning,Dry Season,33,Pipeline,OTC,EMBASSAVA,standard,Standard Unit,33 seater,33,150,17km,diesel,22.4 L/100km,Cash,KSH 4950/=,KES204.58
TRP006641,45184,Afternoon,Dry Season,34,Langata Road,Kencom,Forward Travelers,STANDARD,Standard Unit,33 seater,33,143.46,21.9,Diesel,30.5 L/100km,MPESA ,KSH 4734/=,Ksh 188.56
TRP006401,45931,Evning,Short Rains,11A,Langata Road,Railways,Forward Travelers,standard,Standard Unit,25 pax,25,86,7km,petrol,23.8 litres/100km,Mpesa,2160.04,Ksh 204.21
TRP010310,45659,AM,dry season,34,Langata Road,Kencom,OMA Services,Nganya,Prestige,14-seater,14,200/-,27km,Diesel,31.4 L/100km,Cash,2800/-,182.11
TRP002868,15.09.2024,afternoon,Dry Season,46,Kawangware,Kencom,KBS,ELECTRIC,BasiGo E-Bus,49,49,KSH 150/=,21.96 km,electric,43.1kwh,cash,7350,26.06
TRP002738,23/03/2024,PM,Long Rains,102,Kikuyu,Railways,Nicco Movers,Standard,Standard Unit,25,25,KES150,18,PETROL,26.4 L/100km,MPESA ,Ksh 3750,KES179.35
TRP002802,45769,Eve,long rains,46,Kawangware,Kencom,CITI HOPPA,Nganya,John Wick,25 seater,25,81,6.8,Diesel,25.73,MPESA ,Ksh 2013,193.6/=
TRP012409,15/04/2024,PM,Long Rains,125,Rongai,Railways,Zuri,STANDARD,Standard Unit,14 seater,14,KES150,27.9,Diesel,30.0l/100km,Cash,2100,176.0/=
TRP012524,45889,Afternoon,Dry Season,23A,Westlands,Railways,Embassava,Standard,Standard Unit,33-seater,33,150,24.69 km,DIESEL,27.6l/100km,M-PESA,4950,183.8
TRP015471,45659,PM,Dry Season,105,Kikuyu,Railways,East Shuttle,Standard,Standard Unit,33,33,73,8.2,Diesel,31.6 litres/100km,mpesa,2408,Ksh 201.30
TRP008286,45034,morning,Long Rains,EXP1,Nyayo Estate-Westlands,Railways,OMA Services,Nganya,Dragon,33,33,200,19.7,diesel,20.65,MPESA ,6600/-,KES173.61
TRP015688,30/01/2025,Eve,dry season,23A,Westlands,Railways,Citi Hoppa,Standard,Standard Unit,14,14,Ksh 150,17km,diesel,18.2l/100km,M-PESA,KES2100,188.81
TRP015096,31/12/2023,Evning,short rains,125,Rongai,Railways,Super Metro,Nganya,Matrix Damager,33,33,200,17.93 km,Diesel,20.3l/100km,M-PESA,6600,180.2/=
TRP002901,45030,Mornig,Long Rains,11A,Langata Road,Railways,EAST SHUTTLE,NGANYA,Nyoka,14,14,200,22.7,Diesel,30.71,cash,2800,175.7/=
TRP011112,16.06.2023,morning,Dry Season,MWI1,Mwiki-Upper Hill,Odeon,East Shuttle,electric,BasiGo E-Bus,49 seater,49,KSH 50/=,4.1,Electric,35.44,CASH,Ksh 2450,KES23.95
TRP003636,45735,afternoon,Long Rains,14A,Eastleigh,Odeon,east shuttle,Standard,Standard Unit,14,14,50,5.6,Petrol,22.33,Mpesa,700,216.85
TRP014357,25/01/2023,MORNING,Dry Season,105,Kikuyu,Railways,Latema,nganya,Godfather,33 seater,33,123,13.6,diesel,19.1 L/100km,MPESA ,4068,192.2/=
TRP004813,45242,AM,short rains,KU1,Kenyatta University,Odeon,NICCO MOVERS,Standard,Standard Unit,25,25,150/-,15.87 km,DIESEL,22.4 L/100km,MPESA ,3750,Ksh 186.47
TRP009949,45953,Eve,Short Rains,111,Ngong Road,Railways,SUPER METRO,Nganya,Kixx,14,14,123.25,8.66 km,Petrol,25.45,mpesa,1726/-,Ksh 217.87
TRP005416,45019,Evening,long rains,102,Kikuyu,Railways,Embassava,Standard,Standard Unit,14,14,150,17.7,DIESEL,24.3 litres/100km,M-Pesa,2100,KES177.08
TRP009387,45119,EVENING,Dry Season,105,Kikuyu,Railways,Super Metro,Standard,Standard Unit,14,14,Ksh 150,19km,diesel,24.2 L/100km,Mpesa,2100,184.9/=
TRP004648,45291,evening,Short Rains,110,Kitengela,OTC,Citi Hoppa,STANDARD,Standard Unit,14,14,150/-,25km,Diesel,31.1 litres/100km,CASH,2100,KES185.96
TRP011571,45940,Mornig,short rains,30,Westlands,Kencom,KBS,Electric,BasiGo E-Bus,33-seater,33,Ksh 53,5.1,Electric,46.57,Cash,KSH 1753/=,Ksh 24.27
TRP009843,25/09/2024,AM,Dry Season,48A,Lavington-Kawangware,Ambassador,Manchester,STANDARD,Standard Unit,14 seater,14,KES103,8.9,Diesel,18.3 L/100km,CASH,KSH 1445/=,Ksh 173.04
TRP015523,45454,evening,Dry Season,73,Outering Road,OTC,City Shuttle,nganya,Night Nurse,14 seater,14,200,27.96 km,DIESEL,22.6l/100km,M-PESA,2800/-,160.4/=
TRP006677,45752,MORNING,long rains,33A,Pipeline,OTC,embassava,nganya,B613,25,25,KES200,21.8,diesel,26.8 litres/100km,mpesa,KES5000,KES190.33
TRP012624,45439,PM,Long Rains,69,Outering Road,OTC,City Shuttle,STANDARD,Standard Unit,14,14,59.77,8.4,Diesel,24.4 litres/100km,CASH,837/-,158.7/=
TRP016371,45694,Evening,dry season,105,Kikuyu,Railways,OMA Services,Standard,Standard Unit,33 pax,33,150,20.20 km,Petrol,22.8l/100km,mpesa,KSH 4950/=,219.0/=
TRP005223,45178,NIGHT,Dry Season,KU1,Kenyatta University,Odeon,Nicco Movers,Standard,Standard Unit,25,25,Ksh 150,20.7,Diesel,25.6 L/100km,M-Pesa,3750,177.17
TRP012875,45997,Night,SHORT RAINS,105,Kikuyu,Railways,Ongata Line,Standard,Standard Unit,33,33,150,24.2,diesel,18.1l/100km,MPESA ,4950,198.4/=
TRP001754,45913,Morning,Dry Season,11A,Langata Road,Railways,KENYA MPYA,Standard,Standard Unit,14-seater,14,Ksh 150,21.7,Diesel,24.0 L/100km,M-Pesa,Ksh 2100,Ksh 190.66
TRP007306,45591,Evening,short rains,112,Kikuyu,Railways,Super Metro,STANDARD,Standard Unit,14-seater,14,KES83,8.15 km,Diesel,20.7 L/100km,MPESA ,1164,Ksh 166.20
TRP000477,23/12/2023,NIGHT,short rains,33J,Jogoo Road,Muthurwa,EMBASSAVA,nganya,B613,25-seater,25,200,13,Diesel,24.04,Mpesa,Ksh 5000,Ksh 191.70
TRP008399,25/08/2025,afternoon,Dry Season,33A,Pipeline,OTC,Embassava,standard,Standard Unit,25 seater,25,127/-,15,Diesel,31.83,Mpesa,KSH 3166/=,Ksh 180.94
TRP009327,14/12/2023,PM,SHORT RAINS,102,Kikuyu,Railways,ongata line,standard,Standard Unit,33 seater,33,Ksh 71,9km,Diesel,19,Cash,KES2331,Ksh 184.09
TRP013151,44928,PM,Dry Season,34E,Embakasi,OTC,embassava,Standard,Standard Unit,33 pax,33,137,19.36 km,Diesel,24.7 litres/100km,Mpesa,4527,Ksh 173.98
TRP009472,45638,MORNING,short rains,14A,Eastleigh,Odeon,forward travelers,STANDARD,Standard Unit,25 seater,25,150,18km,PETROL,25.6 L/100km,M-PESA,3750,172.0/=
TRP000940,45391,Evening,Long Rains,8,Pangani,Railways,Citi Hoppa,standard,Standard Unit,33 seater,33,150/-,24km,Diesel,29.5l/100km,cash,KES4950,177.1/=
TRP012983,45146,Afternoon,Dry Season,48A,Lavington-Kawangware,Ambassador,citi hoppa,Nganya,Matrix Damager,14 pax,14,Ksh 200,26,Diesel,27.7 L/100km,mpesa,2800/-,172.92
TRP013030,45693,MORNING,Dry Season,69,Outering Road,OTC,Citi Hoppa,Electric,BasiGo E-Bus,49 seater,49,117.77,14.60 km,electric,46.0 kWh/100km,CASH,5771/-,26.6/=
TRP007364,45636,Morning,Short Rains,56,Lavington-Kawangware,Kencom,oma services,Electric,BasiGo E-Bus,25,25,Ksh 150,15.2,Electric,43.9 kWh/100km,M-Pesa,3750,25.8/=
TRP002058,1765266660,Mornig,SHORT RAINS,33A,Pipeline,OTC,Forward Travelers,STANDARD,Standard Unit,25,25,150/-,24,diesel,20.1 L/100km,MPESA ,3750,186.81
TRP013703,45695,MORNING,DRY SEASON,KU1,Kenyatta University,Odeon,Kenya Mpya,standard,Standard Unit,14,14,150,23.78 km,Diesel,25.6,MPESA ,KES2100,199.2/=
TRP014789,45845,Morning,Dry Season,33J,Jogoo Road,Muthurwa,Forward Travelers,Standard,Standard Unit,33,33,58/-,343,Petrol,23.0 L/100km,MPESA ,1928.11,211.4/=
TRP002071,45293,Morning,DRY SEASON,23A,Westlands,Railways,Super Metro,Standard,Standard Unit,14,14,114,11.05 km,Diesel,26.3 L/100km,Mpesa,Ksh 1599,KES160.41
TRP003286,24/02/2023,night,DRY SEASON,112,Kikuyu,Railways,FORWARD TRAVELERS,NGANYA,Rongai King,14,14,Ksh 71,7.44 km,Diesel,27.9l/100km,M-PESA,993,KES176.57
TRP014169,45593,AFTERNOON,Short Rains,110,Kitengela,OTC,Latema,Nganya,Overload,25 seater,25,59,6.1,Diesel,29.32,cash,1473,165.2
TRP005569,13.12.2024,Aftenoon,Short Rains,28,Huruma-Mathare,Muthurwa,Manchester,standard,Standard Unit,33,33,150/-,21.1,Diesel,30.2l/100km,MPESA ,4950/-,157.9/=
